교차로,접근로,이동류,시,혼잡률,평균교통량,표본,임계값
오리삼거리,오리역 방면,좌회전,7,0.0,88.7,391,40
오리삼거리,오리역 방면,좌회전,8,0.26,107.6,391,40
오리삼거리,오리역 방면,좌회전,9,0.0,74.2,382,40
오리삼거리,오리역 방면,좌회전,10,0.0,68.7,385,40
오리삼거리,오리역 방면,좌회전,11,0.0,78.9,388,40
오리삼거리,오리역 방면,좌회전,12,0.0,87.6,391,40
오리삼거리,오리역 방면,좌회전,13,0.0,94.5,395,40
오리삼거리,오리역 방면,좌회전,14,0.0,105.4,396,40
오리삼거리,오리역 방면,좌회전,15,0.0,106.1,391,40
오리삼거리,오리역 방면,좌회전,16,0.0,96.8,385,40
오리삼거리,오리역 방면,좌회전,17,0.0,105.0,390,40
오리삼거리,오리역 방면,좌회전,18,0.26,100.6,389,40
오리삼거리,오리역 방면,좌회전,19,0.26,83.2,391,40
오리삼거리,오리역 방면,좌회전,20,0.26,57.8,383,40
오리삼거리,오리역 방면,좌회전,21,0.0,51.6,374,40
오리삼거리,오리역 방면,좌회전,22,0.0,45.4,371,40
오리삼거리,오리역 방면,좌회전,23,1.01,23.7,296,40
오리삼거리,오리역 방면,직진,0,0.44,210.6,455,40
오리삼거리,오리역 방면,직진,1,0.22,117.4,454,40
오리삼거리,오리역 방면,직진,2,0.0,72.7,452,40
오리삼거리,오리역 방면,직진,3,0.0,56.5,449,40
오리삼거리,오리역 방면,직진,4,0.22,63.3,450,40
오리삼거리,오리역 방면,직진,5,0.22,139.3,455,40
오리삼거리,오리역 방면,직진,6,0.66,355.4,454,40
오리삼거리,오리역 방면,직진,7,0.44,654.6,452,40
오리삼거리,오리역 방면,직진,8,1.99,794.4,452,40
오리삼거리,오리역 방면,직진,9,0.66,736.8,453,40
오리삼거리,오리역 방면,직진,10,0.44,749.4,453,40
오리삼거리,오리역 방면,직진,11,0.22,787.9,455,40
오리삼거리,오리역 방면,직진,12,1.1,807.7,454,40
오리삼거리,오리역 방면,직진,13,0.88,841.1,454,40
오리삼거리,오리역 방면,직진,14,3.96,874.1,454,40
오리삼거리,오리역 방면,직진,15,11.89,917.5,454,40
오리삼거리,오리역 방면,직진,16,13.38,998.1,456,40
오리삼거리,오리역 방면,직진,17,36.04,1064.9,455,40
오리삼거리,오리역 방면,직진,18,73.25,978.5,456,40
오리삼거리,오리역 방면,직진,19,21.1,939.3,455,40
오리삼거리,오리역 방면,직진,20,3.73,775.7,456,40
오리삼거리,오리역 방면,직진,21,1.97,673.1,456,40
오리삼거리,오리역 방면,직진,22,1.54,637.0,455,40
오리삼거리,오리역 방면,직진,23,1.1,354.7,455,40
동막교사거리,경기고속삼거리 방면,우회전,0,0.0,24.3,333,45
동막교사거리,경기고속삼거리 방면,우회전,1,0.0,15.3,269,45
동막교사거리,경기고속삼거리 방면,우회전,2,0.0,12.7,116,45
동막교사거리,경기고속삼거리 방면,우회전,3,0.0,11.8,111,45
동막교사거리,경기고속삼거리 방면,우회전,4,0.0,26.3,347,45
동막교사거리,경기고속삼거리 방면,우회전,5,0.0,53.6,360,45
동막교사거리,경기고속삼거리 방면,우회전,6,0.0,73.3,362,45
동막교사거리,경기고속삼거리 방면,우회전,7,0.0,104.1,376,45
동막교사거리,경기고속삼거리 방면,우회전,8,0.0,101.6,377,45
동막교사거리,경기고속삼거리 방면,우회전,9,0.0,100.9,380,45
동막교사거리,경기고속삼거리 방면,우회전,10,0.0,99.2,380,45
동막교사거리,경기고속삼거리 방면,우회전,11,0.0,104.9,380,45
동막교사거리,경기고속삼거리 방면,우회전,12,0.0,105.0,378,45
동막교사거리,경기고속삼거리 방면,우회전,13,0.0,115.0,376,45
동막교사거리,경기고속삼거리 방면,우회전,14,0.0,111.3,376,45
동막교사거리,경기고속삼거리 방면,우회전,15,0.0,107.1,377,45
동막교사거리,경기고속삼거리 방면,우회전,16,0.0,108.4,378,45
동막교사거리,경기고속삼거리 방면,우회전,17,0.0,118.0,373,45
동막교사거리,경기고속삼거리 방면,우회전,18,0.0,107.2,376,45
동막교사거리,경기고속삼거리 방면,우회전,19,0.0,92.4,374,45
동막교사거리,경기고속삼거리 방면,우회전,20,0.0,86.2,369,45
동막교사거리,경기고속삼거리 방면,우회전,21,0.0,79.9,371,45
동막교사거리,경기고속삼거리 방면,우회전,22,0.0,69.6,369,45
동막교사거리,경기고속삼거리 방면,우회전,23,0.0,39.5,360,45
동막교사거리,경기고속삼거리 방면,좌회전,0,0.0,26.4,335,45
동막교사거리,경기고속삼거리 방면,좌회전,1,0.0,14.4,248,45
동막교사거리,경기고속삼거리 방면,좌회전,2,0.0,12.1,100,45
동막교사거리,경기고속삼거리 방면,좌회전,3,0.0,11.0,45,45
동막교사거리,경기고속삼거리 방면,좌회전,4,0.0,12.7,182,45
동막교사거리,경기고속삼거리 방면,좌회전,5,0.0,20.7,326,45
동막교사거리,경기고속삼거리 방면,좌회전,6,0.0,54.6,358,45
동막교사거리,경기고속삼거리 방면,좌회전,7,0.0,99.4,376,45
동막교사거리,경기고속삼거리 방면,좌회전,8,0.26,120.7,379,45
동막교사거리,경기고속삼거리 방면,좌회전,9,0.0,127.7,380,45
동막교사거리,경기고속삼거리 방면,좌회전,10,0.0,122.8,380,45
동막교사거리,경기고속삼거리 방면,좌회전,11,0.0,133.9,380,45
동막교사거리,경기고속삼거리 방면,좌회전,12,0.0,137.0,379,45
동막교사거리,경기고속삼거리 방면,좌회전,13,0.0,140.8,377,45
동막교사거리,경기고속삼거리 방면,좌회전,14,0.0,149.2,377,45
동막교사거리,경기고속삼거리 방면,좌회전,15,0.0,150.0,379,45
동막교사거리,경기고속삼거리 방면,좌회전,16,0.0,162.4,378,45
동막교사거리,경기고속삼거리 방면,좌회전,17,0.0,174.9,379,45
동막교사거리,경기고속삼거리 방면,좌회전,18,0.0,141.0,377,45
동막교사거리,경기고속삼거리 방면,좌회전,19,0.0,108.3,368,45
동막교사거리,경기고속삼거리 방면,좌회전,20,0.0,87.1,366,45
동막교사거리,경기고속삼거리 방면,좌회전,21,0.0,81.0,363,45
동막교사거리,경기고속삼거리 방면,좌회전,22,0.0,64.8,359,45
동막교사거리,경기고속삼거리 방면,좌회전,23,0.0,45.7,355,45
동막교사거리,경기고속삼거리 방면,직진,0,0.0,28.1,336,45
동막교사거리,경기고속삼거리 방면,직진,1,0.0,16.3,284,45
동막교사거리,경기고속삼거리 방면,직진,2,0.0,12.9,144,45
동막교사거리,경기고속삼거리 방면,직진,3,0.0,12.1,62,45
동막교사거리,경기고속삼거리 방면,직진,4,0.0,13.6,244,45
동막교사거리,경기고속삼거리 방면,직진,5,0.0,32.6,345,45
동막교사거리,경기고속삼거리 방면,직진,6,0.0,62.9,357,45
동막교사거리,경기고속삼거리 방면,직진,7,0.0,108.2,377,45
동막교사거리,경기고속삼거리 방면,직진,8,0.0,150.1,381,45
동막교사거리,경기고속삼거리 방면,직진,9,0.0,108.8,380,45
동막교사거리,경기고속삼거리 방면,직진,10,0.0,112.5,381,45
동막교사거리,경기고속삼거리 방면,직진,11,0.26,123.5,382,45
동막교사거리,경기고속삼거리 방면,직진,12,0.0,127.1,380,45
동막교사거리,경기고속삼거리 방면,직진,13,0.0,136.4,378,45
동막교사거리,경기고속삼거리 방면,직진,14,0.0,146.1,376,45
동막교사거리,경기고속삼거리 방면,직진,15,0.0,166.7,377,45
동막교사거리,경기고속삼거리 방면,직진,16,0.0,181.0,381,45
동막교사거리,경기고속삼거리 방면,직진,17,0.0,204.0,383,45
동막교사거리,경기고속삼거리 방면,직진,18,0.26,184.8,382,45
동막교사거리,경기고속삼거리 방면,직진,19,0.0,160.9,374,45
동막교사거리,경기고속삼거리 방면,직진,20,0.0,125.8,373,45
동막교사거리,경기고속삼거리 방면,직진,21,0.0,111.3,365,45
동막교사거리,경기고속삼거리 방면,직진,22,0.0,95.1,361,45
동막교사거리,경기고속삼거리 방면,직진,23,0.0,57.9,357,45
동막교사거리,동막교삼거리 방면,우회전,0,0.0,18.4,356,45
동막교사거리,동막교삼거리 방면,우회전,1,0.0,13.7,276,45
동막교사거리,동막교삼거리 방면,우회전,2,0.0,11.1,65,45
동막교사거리,동막교삼거리 방면,우회전,3,0.0,12.0,171,45
동막교사거리,동막교삼거리 방면,우회전,4,0.0,19.6,355,45
동막교사거리,동막교삼거리 방면,우회전,5,0.0,43.6,371,45
동막교사거리,동막교삼거리 방면,우회전,6,0.0,70.6,371,45
동막교사거리,동막교삼거리 방면,우회전,7,0.0,123.0,376,45
동막교사거리,동막교삼거리 방면,우회전,8,0.0,224.0,381,45
동막교사거리,동막교삼거리 방면,우회전,9,0.0,228.6,380,45
동막교사거리,동막교삼거리 방면,우회전,10,0.0,221.9,380,45
동막교사거리,동막교삼거리 방면,우회전,11,0.0,205.0,379,45
동막교사거리,동막교삼거리 방면,우회전,12,0.0,211.5,380,45
동막교사거리,동막교삼거리 방면,우회전,13,0.0,222.8,379,45
동막교사거리,동막교삼거리 방면,우회전,14,0.0,213.2,381,45
동막교사거리,동막교삼거리 방면,우회전,15,0.0,214.7,382,45
동막교사거리,동막교삼거리 방면,우회전,16,0.0,223.8,383,45
동막교사거리,동막교삼거리 방면,우회전,17,0.26,232.0,382,45
동막교사거리,동막교삼거리 방면,우회전,18,0.26,227.5,381,45
동막교사거리,동막교삼거리 방면,우회전,19,0.0,163.5,377,45
동막교사거리,동막교삼거리 방면,우회전,20,0.0,116.0,373,45
동막교사거리,동막교삼거리 방면,우회전,21,0.0,88.9,371,45
동막교사거리,동막교삼거리 방면,우회전,22,0.0,62.0,372,45
동막교사거리,동막교삼거리 방면,우회전,23,0.0,35.1,370,45
동막교사거리,동막교삼거리 방면,좌회전,0,0.0,29.8,363,45
동막교사거리,동막교삼거리 방면,좌회전,1,0.0,20.4,333,45
동막교사거리,동막교삼거리 방면,좌회전,2,0.0,14.6,248,45
동막교사거리,동막교삼거리 방면,좌회전,3,0.0,11.8,130,45
동막교사거리,동막교삼거리 방면,좌회전,4,0.0,12.8,204,45
동막교사거리,동막교삼거리 방면,좌회전,5,0.0,29.9,365,45
동막교사거리,동막교삼거리 방면,좌회전,6,0.0,56.1,367,45
동막교사거리,동막교삼거리 방면,좌회전,7,0.0,123.7,378,45
동막교사거리,동막교삼거리 방면,좌회전,8,0.0,176.7,380,45
동막교사거리,동막교삼거리 방면,좌회전,9,0.0,126.7,380,45
동막교사거리,동막교삼거리 방면,좌회전,10,0.0,117.1,380,45
동막교사거리,동막교삼거리 방면,좌회전,11,0.0,117.1,379,45
동막교사거리,동막교삼거리 방면,좌회전,12,0.0,122.5,379,45
동막교사거리,동막교삼거리 방면,좌회전,13,0.0,132.4,376,45
동막교사거리,동막교삼거리 방면,좌회전,14,0.0,139.3,378,45
동막교사거리,동막교삼거리 방면,좌회전,15,0.0,155.2,384,45
동막교사거리,동막교삼거리 방면,좌회전,16,0.0,176.3,381,45
동막교사거리,동막교삼거리 방면,좌회전,17,0.0,204.2,383,45
동막교사거리,동막교삼거리 방면,좌회전,18,0.0,215.3,378,45
동막교사거리,동막교삼거리 방면,좌회전,19,0.0,183.2,377,45
동막교사거리,동막교삼거리 방면,좌회전,20,0.0,122.5,376,45
동막교사거리,동막교삼거리 방면,좌회전,21,0.0,101.9,377,45
동막교사거리,동막교삼거리 방면,좌회전,22,0.0,103.1,371,45
동막교사거리,동막교삼거리 방면,좌회전,23,0.0,51.8,371,45
동막교사거리,동막교삼거리 방면,직진,0,0.0,231.6,378,45
동막교사거리,동막교삼거리 방면,직진,1,0.0,133.3,375,45
동막교사거리,동막교삼거리 방면,직진,2,0.0,87.5,372,45
동막교사거리,동막교삼거리 방면,직진,3,0.27,68.5,372,45
동막교사거리,동막교삼거리 방면,직진,4,0.0,74.6,374,45
동막교사거리,동막교삼거리 방면,직진,5,0.0,162.3,376,45
동막교사거리,동막교삼거리 방면,직진,6,0.0,417.8,380,45
동막교사거리,동막교삼거리 방면,직진,7,0.0,826.0,381,45
동막교사거리,동막교삼거리 방면,직진,8,0.0,1056.3,382,45
동막교사거리,동막교삼거리 방면,직진,9,0.0,930.7,381,45
동막교사거리,동막교삼거리 방면,직진,10,0.0,907.3,383,45
동막교사거리,동막교삼거리 방면,직진,11,0.0,922.8,382,45
동막교사거리,동막교삼거리 방면,직진,12,0.0,942.5,380,45
동막교사거리,동막교삼거리 방면,직진,13,0.0,946.7,382,45
동막교사거리,동막교삼거리 방면,직진,14,0.0,978.9,383,45
동막교사거리,동막교삼거리 방면,직진,15,0.0,1039.9,384,45
동막교사거리,동막교삼거리 방면,직진,16,0.26,1105.0,384,45
동막교사거리,동막교삼거리 방면,직진,17,0.52,1195.1,384,45
동막교사거리,동막교삼거리 방면,직진,18,4.17,1162.7,384,45
동막교사거리,동막교삼거리 방면,직진,19,0.78,1079.9,385,45
동막교사거리,동막교삼거리 방면,직진,20,0.0,841.4,384,45
동막교사거리,동막교삼거리 방면,직진,21,0.0,699.7,386,45
동막교사거리,동막교삼거리 방면,직진,22,0.0,684.1,382,45
동막교사거리,동막교삼거리 방면,직진,23,0.26,384.6,383,45
동막교사거리,오리공원 방면,우회전,0,0.0,17.1,254,45
동막교사거리,오리공원 방면,우회전,1,0.0,14.0,183,45
동막교사거리,오리공원 방면,우회전,2,0.0,12.8,88,45
동막교사거리,오리공원 방면,우회전,3,0.0,12.0,81,45
동막교사거리,오리공원 방면,우회전,4,0.0,16.9,261,45
동막교사거리,오리공원 방면,우회전,5,0.0,34.6,357,45
동막교사거리,오리공원 방면,우회전,6,0.0,91.0,375,45
동막교사거리,오리공원 방면,우회전,7,0.0,257.0,387,45
동막교사거리,오리공원 방면,우회전,8,0.26,264.3,387,45
동막교사거리,오리공원 방면,우회전,9,0.0,197.1,385,45
동막교사거리,오리공원 방면,우회전,10,0.0,138.5,384,45
동막교사거리,오리공원 방면,우회전,11,0.0,110.5,382,45
동막교사거리,오리공원 방면,우회전,12,0.0,102.5,381,45
동막교사거리,오리공원 방면,우회전,13,0.0,114.5,378,45
동막교사거리,오리공원 방면,우회전,14,0.0,119.3,381,45
동막교사거리,오리공원 방면,우회전,15,0.0,126.3,380,45
동막교사거리,오리공원 방면,우회전,16,0.0,134.0,382,45
동막교사거리,오리공원 방면,우회전,17,0.26,142.0,383,45
동막교사거리,오리공원 방면,우회전,18,0.0,130.2,382,45
동막교사거리,오리공원 방면,우회전,19,0.0,77.1,381,45
동막교사거리,오리공원 방면,우회전,20,0.0,49.1,379,45
동막교사거리,오리공원 방면,우회전,21,0.0,56.4,378,45
동막교사거리,오리공원 방면,우회전,22,0.0,34.3,374,45
동막교사거리,오리공원 방면,우회전,23,0.0,24.6,349,45
동막교사거리,오리공원 방면,좌회전,8,0.0,10.3,3,45
동막교사거리,오리공원 방면,좌회전,9,0.0,11.4,8,45
동막교사거리,오리공원 방면,좌회전,10,0.0,11.7,7,45
동막교사거리,오리공원 방면,좌회전,11,0.0,11.0,8,45
동막교사거리,오리공원 방면,좌회전,12,0.0,10.3,13,45
동막교사거리,오리공원 방면,좌회전,13,0.0,10.5,14,45
동막교사거리,오리공원 방면,좌회전,14,0.0,10.6,12,45
동막교사거리,오리공원 방면,좌회전,15,0.0,12.3,16,45
동막교사거리,오리공원 방면,좌회전,16,0.0,11.4,12,45
동막교사거리,오리공원 방면,좌회전,17,0.0,10.9,14,45
동막교사거리,오리공원 방면,좌회전,18,0.0,12.7,56,45
동막교사거리,오리공원 방면,좌회전,19,0.0,11.3,3,45
동막교사거리,오리공원 방면,좌회전,20,0.0,10.5,2,45
동막교사거리,오리공원 방면,직진,0,0.0,14.4,177,45
동막교사거리,오리공원 방면,직진,1,0.0,11.5,52,45
동막교사거리,오리공원 방면,직진,2,0.0,11.0,38,45
동막교사거리,오리공원 방면,직진,3,0.0,11.9,82,45
동막교사거리,오리공원 방면,직진,4,0.0,16.7,276,45
동막교사거리,오리공원 방면,직진,5,0.0,55.7,362,45
동막교사거리,오리공원 방면,직진,6,0.0,100.9,361,45
동막교사거리,오리공원 방면,직진,7,0.0,104.4,356,45
동막교사거리,오리공원 방면,직진,8,0.0,120.2,360,45
동막교사거리,오리공원 방면,직진,9,0.0,101.2,376,45
동막교사거리,오리공원 방면,직진,10,0.0,85.6,379,45
동막교사거리,오리공원 방면,직진,11,0.0,70.8,381,45
동막교사거리,오리공원 방면,직진,12,0.0,71.9,380,45
동막교사거리,오리공원 방면,직진,13,0.0,76.0,377,45
동막교사거리,오리공원 방면,직진,14,0.0,74.7,379,45
동막교사거리,오리공원 방면,직진,15,0.0,78.9,379,45
동막교사거리,오리공원 방면,직진,16,0.0,91.4,373,45
동막교사거리,오리공원 방면,직진,17,0.0,95.9,376,45
동막교사거리,오리공원 방면,직진,18,0.0,98.6,381,45
동막교사거리,오리공원 방면,직진,19,0.0,56.3,380,45
동막교사거리,오리공원 방면,직진,20,0.0,44.0,379,45
동막교사거리,오리공원 방면,직진,21,0.0,40.2,378,45
동막교사거리,오리공원 방면,직진,22,0.0,27.0,363,45
동막교사거리,오리공원 방면,직진,23,0.0,17.6,290,45
동막교사거리,오리역 방면,우회전,0,0.0,10.7,3,45
동막교사거리,오리역 방면,우회전,6,0.0,10.5,8,45
동막교사거리,오리역 방면,우회전,7,0.0,11.4,126,45
동막교사거리,오리역 방면,우회전,8,0.0,14.2,295,45
동막교사거리,오리역 방면,우회전,9,0.0,13.2,268,45
동막교사거리,오리역 방면,우회전,10,0.0,12.8,266,45
동막교사거리,오리역 방면,우회전,11,0.0,12.5,222,45
동막교사거리,오리역 방면,우회전,12,0.0,12.7,211,45
동막교사거리,오리역 방면,우회전,13,0.0,13.6,285,45
동막교사거리,오리역 방면,우회전,14,0.0,12.9,216,45
동막교사거리,오리역 방면,우회전,15,0.0,12.2,164,45
동막교사거리,오리역 방면,우회전,16,0.0,11.6,136,45
동막교사거리,오리역 방면,우회전,17,0.0,12.2,166,45
동막교사거리,오리역 방면,우회전,18,0.0,13.5,259,45
동막교사거리,오리역 방면,우회전,19,0.0,12.6,209,45
동막교사거리,오리역 방면,우회전,20,0.0,10.8,43,45
동막교사거리,오리역 방면,우회전,21,0.0,10.8,28,45
동막교사거리,오리역 방면,우회전,22,0.0,10.8,22,45
동막교사거리,오리역 방면,우회전,23,0.0,10.8,5,45
동막교사거리,오리역 방면,좌회전,0,0.0,20.6,352,45
동막교사거리,오리역 방면,좌회전,1,0.0,16.0,292,45
동막교사거리,오리역 방면,좌회전,2,0.0,12.9,170,45
동막교사거리,오리역 방면,좌회전,3,0.0,11.7,59,45
동막교사거리,오리역 방면,좌회전,4,0.0,12.0,182,45
동막교사거리,오리역 방면,좌회전,5,0.0,15.9,338,45
동막교사거리,오리역 방면,좌회전,6,0.0,29.8,376,45
동막교사거리,오리역 방면,좌회전,7,0.0,43.2,377,45
동막교사거리,오리역 방면,좌회전,8,0.0,79.9,381,45
동막교사거리,오리역 방면,좌회전,9,0.0,82.4,382,45
동막교사거리,오리역 방면,좌회전,10,0.0,75.6,383,45
동막교사거리,오리역 방면,좌회전,11,0.0,66.7,383,45
동막교사거리,오리역 방면,좌회전,12,0.0,66.8,381,45
동막교사거리,오리역 방면,좌회전,13,0.0,73.7,378,45
동막교사거리,오리역 방면,좌회전,14,0.0,67.5,380,45
동막교사거리,오리역 방면,좌회전,15,0.0,73.9,380,45
동막교사거리,오리역 방면,좌회전,16,0.0,76.5,382,45
동막교사거리,오리역 방면,좌회전,17,0.0,85.8,383,45
동막교사거리,오리역 방면,좌회전,18,0.0,83.6,383,45
동막교사거리,오리역 방면,좌회전,19,0.0,57.8,382,45
동막교사거리,오리역 방면,좌회전,20,0.0,54.3,380,45
동막교사거리,오리역 방면,좌회전,21,0.0,45.5,381,45
동막교사거리,오리역 방면,좌회전,22,0.0,38.8,380,45
동막교사거리,오리역 방면,좌회전,23,0.0,29.1,377,45
동막교사거리,오리역 방면,직진,0,0.0,245.7,382,45
동막교사거리,오리역 방면,직진,1,0.0,187.3,382,45
동막교사거리,오리역 방면,직진,2,0.0,127.0,381,45
동막교사거리,오리역 방면,직진,3,0.0,91.9,381,45
동막교사거리,오리역 방면,직진,4,0.0,94.2,384,45
동막교사거리,오리역 방면,직진,5,0.0,215.2,385,45
동막교사거리,오리역 방면,직진,6,0.0,553.0,387,45
동막교사거리,오리역 방면,직진,7,0.0,1315.7,391,45
동막교사거리,오리역 방면,직진,8,0.0,1380.5,391,45
동막교사거리,오리역 방면,직진,9,0.0,1196.3,389,45
동막교사거리,오리역 방면,직진,10,0.0,934.1,389,45
동막교사거리,오리역 방면,직진,11,0.0,822.8,388,45
동막교사거리,오리역 방면,직진,12,0.0,791.3,385,45
동막교사거리,오리역 방면,직진,13,0.0,856.3,383,45
동막교사거리,오리역 방면,직진,14,0.0,852.6,387,45
동막교사거리,오리역 방면,직진,15,0.0,874.0,389,45
동막교사거리,오리역 방면,직진,16,0.0,922.9,389,45
동막교사거리,오리역 방면,직진,17,0.0,1012.5,388,45
동막교사거리,오리역 방면,직진,18,0.0,928.5,389,45
동막교사거리,오리역 방면,직진,19,0.0,730.9,388,45
동막교사거리,오리역 방면,직진,20,0.0,619.7,388,45
동막교사거리,오리역 방면,직진,21,0.0,612.4,389,45
동막교사거리,오리역 방면,직진,22,0.78,502.5,387,45
동막교사거리,오리역 방면,직진,23,0.26,374.8,385,45
미금역사거리,까치마을사거리 방면,우회전,0,1.52,36.0,330,45
미금역사거리,까치마을사거리 방면,우회전,1,0.62,31.7,325,45
미금역사거리,까치마을사거리 방면,우회전,2,1.0,21.9,299,45
미금역사거리,까치마을사거리 방면,우회전,3,0.0,15.4,245,45
미금역사거리,까치마을사거리 방면,우회전,4,0.0,12.8,168,45
미금역사거리,까치마을사거리 방면,우회전,5,1.35,14.7,222,45
미금역사거리,까치마을사거리 방면,우회전,6,8.45,27.3,296,45
미금역사거리,까치마을사거리 방면,우회전,7,5.19,46.2,308,45
미금역사거리,까치마을사거리 방면,우회전,8,4.17,60.4,336,45
미금역사거리,까치마을사거리 방면,우회전,9,7.1,68.7,338,45
미금역사거리,까치마을사거리 방면,우회전,10,8.19,74.4,342,45
미금역사거리,까치마을사거리 방면,우회전,11,9.36,76.3,342,45
미금역사거리,까치마을사거리 방면,우회전,12,7.74,69.9,336,45
미금역사거리,까치마을사거리 방면,우회전,13,7.1,66.4,338,45
미금역사거리,까치마을사거리 방면,우회전,14,10.36,73.5,338,45
미금역사거리,까치마을사거리 방면,우회전,15,12.24,74.5,335,45
미금역사거리,까치마을사거리 방면,우회전,16,12.31,70.8,325,45
미금역사거리,까치마을사거리 방면,우회전,17,13.0,64.4,323,45
미금역사거리,까치마을사거리 방면,우회전,18,16.4,56.2,311,45
미금역사거리,까치마을사거리 방면,우회전,19,11.29,48.1,319,45
미금역사거리,까치마을사거리 방면,우회전,20,13.11,44.0,328,45
미금역사거리,까치마을사거리 방면,우회전,21,9.76,45.6,338,45
미금역사거리,까치마을사거리 방면,우회전,22,9.85,42.5,335,45
미금역사거리,까치마을사거리 방면,우회전,23,7.94,41.4,340,45
미금역사거리,까치마을사거리 방면,좌회전,0,0.0,35.9,319,45
미금역사거리,까치마을사거리 방면,좌회전,1,0.0,23.9,302,45
미금역사거리,까치마을사거리 방면,좌회전,2,0.0,17.1,272,45
미금역사거리,까치마을사거리 방면,좌회전,3,0.39,14.7,257,45
미금역사거리,까치마을사거리 방면,좌회전,4,0.33,22.7,304,45
미금역사거리,까치마을사거리 방면,좌회전,5,0.0,48.5,315,45
미금역사거리,까치마을사거리 방면,좌회전,6,0.31,91.7,322,45
미금역사거리,까치마을사거리 방면,좌회전,7,0.0,186.3,321,45
미금역사거리,까치마을사거리 방면,좌회전,8,0.0,216.7,317,45
미금역사거리,까치마을사거리 방면,좌회전,9,0.0,199.1,322,45
미금역사거리,까치마을사거리 방면,좌회전,10,0.0,164.4,329,45
미금역사거리,까치마을사거리 방면,좌회전,11,0.61,156.0,328,45
미금역사거리,까치마을사거리 방면,좌회전,12,0.62,146.0,324,45
미금역사거리,까치마을사거리 방면,좌회전,13,0.62,144.9,325,45
미금역사거리,까치마을사거리 방면,좌회전,14,0.62,145.4,323,45
미금역사거리,까치마을사거리 방면,좌회전,15,0.93,148.2,324,45
미금역사거리,까치마을사거리 방면,좌회전,16,2.49,154.4,321,45
미금역사거리,까치마을사거리 방면,좌회전,17,1.56,149.6,321,45
미금역사거리,까치마을사거리 방면,좌회전,18,2.51,149.3,319,45
미금역사거리,까치마을사거리 방면,좌회전,19,0.62,145.7,324,45
미금역사거리,까치마을사거리 방면,좌회전,20,0.0,130.5,323,45
미금역사거리,까치마을사거리 방면,좌회전,21,0.0,120.0,325,45
미금역사거리,까치마을사거리 방면,좌회전,22,0.0,113.0,324,45
미금역사거리,까치마을사거리 방면,좌회전,23,0.0,61.9,324,45
미금역사거리,까치마을사거리 방면,직진,0,0.45,101.9,224,45
미금역사거리,까치마을사거리 방면,직진,1,0.45,58.9,220,45
미금역사거리,까치마을사거리 방면,직진,2,0.43,38.1,232,45
미금역사거리,까치마을사거리 방면,직진,3,0.5,41.5,201,45
미금역사거리,까치마을사거리 방면,직진,4,0.54,52.0,186,45
미금역사거리,까치마을사거리 방면,직진,5,0.69,165.3,144,45
미금역사거리,까치마을사거리 방면,직진,6,0.31,341.6,320,45
미금역사거리,까치마을사거리 방면,직진,7,0.29,529.5,339,45
미금역사거리,까치마을사거리 방면,직진,8,2.36,427.9,339,45
미금역사거리,까치마을사거리 방면,직진,9,0.0,498.3,332,45
미금역사거리,까치마을사거리 방면,직진,10,0.0,451.4,330,45
미금역사거리,까치마을사거리 방면,직진,11,1.78,464.0,338,45
미금역사거리,까치마을사거리 방면,직진,12,0.3,433.6,335,45
미금역사거리,까치마을사거리 방면,직진,13,0.61,408.2,330,45
미금역사거리,까치마을사거리 방면,직진,14,1.5,447.4,333,45
미금역사거리,까치마을사거리 방면,직진,15,5.93,464.8,337,45
미금역사거리,까치마을사거리 방면,직진,16,10.5,422.5,343,45
미금역사거리,까치마을사거리 방면,직진,17,38.95,317.3,344,45
미금역사거리,까치마을사거리 방면,직진,18,38.44,298.0,346,45
미금역사거리,까치마을사거리 방면,직진,19,2.11,335.8,331,45
미금역사거리,까치마을사거리 방면,직진,20,0.3,352.1,328,45
미금역사거리,까치마을사거리 방면,직진,21,0.0,334.6,324,45
미금역사거리,까치마을사거리 방면,직진,22,0.0,285.5,328,45
미금역사거리,까치마을사거리 방면,직진,23,0.0,150.9,327,45
미금역사거리,미금역 방면,우회전,0,0.0,52.2,457,45
미금역사거리,미금역 방면,우회전,1,0.0,35.7,448,45
미금역사거리,미금역 방면,우회전,2,0.0,24.6,413,45
미금역사거리,미금역 방면,우회전,3,0.0,17.8,371,45
미금역사거리,미금역 방면,우회전,4,0.0,19.1,403,45
미금역사거리,미금역 방면,우회전,5,0.0,47.9,441,45
미금역사거리,미금역 방면,우회전,6,0.0,123.4,464,45
미금역사거리,미금역 방면,우회전,7,0.0,234.5,462,45
미금역사거리,미금역 방면,우회전,8,1.8,233.8,444,45
미금역사거리,미금역 방면,우회전,9,0.21,241.3,466,45
미금역사거리,미금역 방면,우회전,10,0.64,182.8,467,45
미금역사거리,미금역 방면,우회전,11,0.43,167.8,467,45
미금역사거리,미금역 방면,우회전,12,0.64,165.8,466,45
미금역사거리,미금역 방면,우회전,13,0.43,177.0,464,45
미금역사거리,미금역 방면,우회전,14,1.08,179.8,464,45
미금역사거리,미금역 방면,우회전,15,2.58,181.1,465,45
미금역사거리,미금역 방면,우회전,16,3.01,193.0,465,45
미금역사거리,미금역 방면,우회전,17,2.55,208.5,432,45
미금역사거리,미금역 방면,우회전,18,2.84,187.2,423,45
미금역사거리,미금역 방면,우회전,19,2.81,167.8,462,45
